"Num","Name","Qty","Amount"
"TJX80033853","TJX - TJ Maxx:TJX-TJ Maxx-80",252,924.84
"MAR01020921","TJX - Marshalls:TJX-Marshalls-01",188,689.96
"MAR04020921","TJX - Marshalls:TJX-Marshalls-04",128,469.76
"MAR06020921","TJX - Marshalls:TJX-Marshalls-06",176,645.92
"MAR07020921","TJX - Marshalls:TJX-Marshalls-07",172,631.24
"MAR08020921","TJX - Marshalls:TJX-Marshalls-08",168,616.56
"MAR01020920","TJX - Marshalls:TJX-Marshalls-01",200,734.00
"MAR04020920","TJX - Marshalls:TJX-Marshalls-04",132,484.44
"MAR06020920","TJX - Marshalls:TJX-Marshalls-06",168,616.56
"MAR07020920","TJX - Marshalls:TJX-Marshalls-07",148,543.16
"MAR08020920","TJX - Marshalls:TJX-Marshalls-08",184,675.28
"TJX10020922","TJX - TJ Maxx:TJX-TJ Maxx-10",112,411.04
"TJX40020922","TJX - TJ Maxx:TJX-TJ Maxx-40",128,469.76
"TJX60020922","TJX - TJ Maxx:TJX-TJ Maxx-60",136,499.12
"TJX70020922","TJX - TJ Maxx:TJX-TJ Maxx-70",176,645.92
"TJX80020922","TJX - TJ Maxx:TJX-TJ Maxx-80",128,469.76
"TJX10020923","TJX - TJ Maxx:TJX-TJ Maxx-10",116,425.72
"TJX40020923","TJX - TJ Maxx:TJX-TJ Maxx-40",124,455.08
"TJX60020923","TJX - TJ Maxx:TJX-TJ Maxx-60",128,469.76
"TJX70020923","TJX - TJ Maxx:TJX-TJ Maxx-70",180,660.60
"TJX80020923","TJX - TJ Maxx:TJX-TJ Maxx-80",132,484.44
"Total 67018 (Wavy Glass 27 oz Square Food Storage 2P sets - Rose Pink)",,8108,29756.36
"67020 (Wavy Glass 34 oz Rectangular Food Storage 2P sets - Rose Pink)",,,
"MAR01033810","TJX - Marshalls:TJX-Marshalls-01",184,759.92
"MAR04033810","TJX - Marshalls:TJX-Marshalls-04",188,776.44
"MAR06033810","TJX - Marshalls:TJX-Marshalls-06",224,925.12
"MAR07033810","TJX - Marshalls:TJX-Marshalls-07",220,908.60
"MAR08033810","TJX - Marshalls:TJX-Marshalls-08",280,1156.40
"MAR01033822","TJX - Marshalls:TJX-Marshalls-01",152,627.76
"MAR04033822","TJX - Marshalls:TJX-Marshalls-04",228,941.64
"MAR06033822","TJX - Marshalls:TJX-Marshalls-06",268,1106.84
"MAR07033822","TJX - Marshalls:TJX-Marshalls-07",256,1057.28
"MAR08033822","TJX - Marshalls:TJX-Marshalls-08",304,1255.52
"TJX10033861","TJX - TJ Maxx:TJX-TJ Maxx-10",136,561.68
"TJX40033861","TJX - TJ Maxx:TJX-TJ Maxx-40",184,759.92
"TJX60033861","TJX - TJ Maxx:TJX-TJ Maxx-60",440,1817.20
"TJX70033861","TJX - TJ Maxx:TJX-TJ Maxx-70",344,1420.72
"TJX80033861","TJX - TJ Maxx:TJX-TJ Maxx-80",344,1420.72
"TJX10033853","TJX - TJ Maxx:TJX-TJ Maxx-10",212,875.56
"TJX40033853","TJX - TJ Maxx:TJX-TJ Maxx-40",248,1024.24
"TJX60033853","TJX - TJ Maxx:TJX-TJ Maxx-60",260,1073.80
"TJX70033853","TJX - TJ Maxx:TJX-TJ Maxx-70",360,1486.80
"TJX80033853","TJX - TJ Maxx:TJX-TJ Maxx-80",252,1040.76
"MAR01020921","TJX - Marshalls:TJX-Marshalls-01",188,776.44
"MAR04020921","TJX - Marshalls:TJX-Marshalls-04",128,528.64
"MAR06020921","TJX - Marshalls:TJX-Marshalls-06",176,726.88
"MAR07020921","TJX - Marshalls:TJX-Marshalls-07",172,710.36
"MAR08020921","TJX - Marshalls:TJX-Marshalls-08",168,693.84
"MAR01020920","TJX - Marshalls:TJX-Marshalls-01",200,826.00
"MAR04020920","TJX - Marshalls:TJX-Marshalls-04",132,545.16
"MAR06020920","TJX - Marshalls:TJX-Marshalls-06",168,693.84
"MAR07020920","TJX - Marshalls:TJX-Marshalls-07",148,611.24
"MAR08020920","TJX - Marshalls:TJX-Marshalls-08",184,759.92
"TJX10020922","TJX - TJ Maxx:TJX-TJ Maxx-10",112,462.56
"TJX40020922","TJX - TJ Maxx:TJX-TJ Maxx-40",128,528.64
"TJX60020922","TJX - TJ Maxx:TJX-TJ Maxx-60",136,561.68
"TJX70020922","TJX - TJ Maxx:TJX-TJ Maxx-70",176,726.88
"TJX80020922","TJX - TJ Maxx:TJX-TJ Maxx-80",128,528.64
"TJX10020923","TJX - TJ Maxx:TJX-TJ Maxx-10",116,479.08
"TJX40020923","TJX - TJ Maxx:TJX-TJ Maxx-40",124,512.12
"TJX60020923","TJX - TJ Maxx:TJX-TJ Maxx-60",128,528.64
"TJX70020923","TJX - TJ Maxx:TJX-TJ Maxx-70",180,743.40
"TJX80020923","TJX - TJ Maxx:TJX-TJ Maxx-80",132,545.16
"Total 67020 (Wavy Glass 34 oz Rectangular Food Storage 2P sets - Rose Pink)",,8108,33486.04
"67021 (Wavy Glass 51 oz Rectangular Food Storage 2P sets - Rose Pink)",,,
"MAR01020921","TJX - Marshalls:TJX-Marshalls-01",188,930.60
"MAR04020921","TJX - Marshalls:TJX-Marshalls-04",128,633.60
"MAR06020921","TJX - Marshalls:TJX-Marshalls-06",176,871.20
"MAR07020921","TJX - Marshalls:TJX-Marshalls-07",172,851.40
"MAR08020921","TJX - Marshalls:TJX-Marshalls-08",168,831.60
"MAR01020920","TJX - Marshalls:TJX-Marshalls-01",204,1009.80
"MAR04020920","TJX - Marshalls:TJX-Marshalls-04",132,653.40
"MAR06020920","TJX - Marshalls:TJX-Marshalls-06",164,811.80
"MAR07020920","TJX - Marshalls:TJX-Marshalls-07",148,732.60
"MAR08020920","TJX - Marshalls:TJX-Marshalls-08",184,910.80
"TJX10020922","TJX - TJ Maxx:TJX-TJ Maxx-10",104,514.80
"TJX40020922","TJX - TJ Maxx:TJX-TJ Maxx-40",128,633.60
"TJX60020922","TJX - TJ Maxx:TJX-TJ Maxx-60",136,673.20
"TJX70020922","TJX - TJ Maxx:TJX-TJ Maxx-70",180,891.00
"TJX80020922","TJX - TJ Maxx:TJX-TJ Maxx-80",132,653.40
"TJX10020923","TJX - TJ Maxx:TJX-TJ Maxx-10",112,554.40
"TJX40020923","TJX - TJ Maxx:TJX-TJ Maxx-40",124,613.80
"TJX60020923","TJX - TJ Maxx:TJX-TJ Maxx-60",132,653.40
"TJX70020923","TJX - TJ Maxx:TJX-TJ Maxx-70",180,891.00
"TJX80020923","TJX - TJ Maxx:TJX-TJ Maxx-80",132,653.40
"Total 67021 (Wavy Glass 51 oz Rectangular Food Storage 2P sets - Rose Pink)",,3024,14968.80
"67024 (Wavy Glass 27 oz Square Food Storage 3P sets - Blue)",,,
"MAR01033810","TJX - Marshalls:TJX-Marshalls-01",136,716.72
"MAR04033810","TJX - Marshalls:TJX-Marshalls-04",144,758.88
"MAR06033810","TJX - Marshalls:TJX-Marshalls-06",168,885.36
"MAR07033810","TJX - Marshalls:TJX-Marshalls-07",164,864.28
"MAR08033810","TJX - Marshalls:TJX-Marshalls-08",208,1096.16
"TJX10033853","TJX - TJ Maxx:TJX-TJ Maxx-10",160,843.20
"TJX40033853","TJX - TJ Maxx:TJX-TJ Maxx-40",184,969.68
"TJX60033853","TJX - TJ Maxx:TJX-TJ Maxx-60",196,1032.92
"TJX70033853","TJX - TJ Maxx:TJX-TJ Maxx-70",272,1433.44
"TJX80033853","TJX - TJ Maxx:TJX-TJ Maxx-80",188,990.76
"MAR01002663","TJX - Marshalls:TJX-Marshalls-01",1116,5635.80
"MAR04002663","TJX - Marshalls:TJX-Marshalls-04",748,3777.40
"MAR06002663","TJX - Marshalls:TJX-Marshalls-06",900,4545.00
"MAR07002663","TJX - Marshalls:TJX-Marshalls-07",288,1454.40
"MAR08002663","TJX - Marshalls:TJX-Marshalls-08",1248,6302.40
"TJX10002664","TJX - TJ Maxx:TJX-TJ Maxx-10",944,4767.20
"TJX40002664","TJX - TJ Maxx:TJX-TJ Maxx-40",1176,5938.80
"TJX60002664","TJX - TJ Maxx:TJX-TJ Maxx-60",536,2706.80
"TJX80002664","TJX - TJ Maxx:TJX-TJ Maxx-80",1644,8302.20
"MAR01002662","TJX - Marshalls:TJX-Marshalls-01",248,1252.40
"MAR04002662","TJX - Marshalls:TJX-Marshalls-04",132,666.60
"MAR06002662","TJX - Marshalls:TJX-Marshalls-06",180,909.00
"MAR08002662","TJX - Marshalls:TJX-Marshalls-08",440,2222.00
"TJX10002669","TJX - TJ Maxx:TJX-TJ Maxx-10",164,828.20
"TJX40002669","TJX - TJ Maxx:TJX-TJ Maxx-40",196,989.80
"TJX60002669","TJX - TJ Maxx:TJX-TJ Maxx-60",184,929.20
"TJX70002669","TJX - TJ Maxx:TJX-TJ Maxx-70",252,1272.60
"TJX80002669","TJX - TJ Maxx:TJX-TJ Maxx-80",204,1030.20
"Total 67024 (Wavy Glass 27 oz Square Food Storage 3P sets - Blue)",,12420,63121.40
"67027 (Cloc Glass 2pc 27oz Square FS w Tinted Lid - Green)",,,
"MAR01033820","TJX - Marshalls:TJX-Marshalls-01",392,1277.92
"MAR04033820","TJX - Marshalls:TJX-Marshalls-04",260,847.60
"MAR06033820","TJX - Marshalls:TJX-Marshalls-06",300,978.00
"MAR07033820","TJX - Marshalls:TJX-Marshalls-07",304,991.04
"MAR08033820","TJX - Marshalls:TJX-Marshalls-08",384,1251.84
"TJX10033860","TJX - TJ Maxx:TJX-TJ Maxx-10",320,1043.20
"TJX40033860","TJX - TJ Maxx:TJX-TJ Maxx-40",372,1212.72
"TJX60033860","TJX - TJ Maxx:TJX-TJ Maxx-60",392,1277.92
"TJX70033860","TJX - TJ Maxx:TJX-TJ Maxx-70",540,1760.40
"TJX80033860","TJX - TJ Maxx:TJX-TJ Maxx-80",376,1225.76
"Total 67027 (Cloc Glass 2pc 27oz Square FS w Tinted Lid - Green)",,3640,11866.40
"67028 (Cloc Glass 2pc 21oz Rectangular FS w Tinted Lid - Green)",,,
"MAR01033810","TJX - Marshalls:TJX-Marshalls-01",184,540.96
"MAR04033810","TJX - Marshalls:TJX-Marshalls-04",188,552.72
"MAR06033810","TJX - Marshalls:TJX-Marshalls-06",224,658.56
"MAR07033810","TJX - Marshalls:TJX-Marshalls-07",220,646.80
"MAR08033810","TJX - Marshalls:TJX-Marshalls-08",280,823.20
"TJX10033853","TJX - TJ Maxx:TJX-TJ Maxx-10",212,623.28
"TJX40033853","TJX - TJ Maxx:TJX-TJ Maxx-40",248,729.12
"TJX60033853","TJX - TJ Maxx:TJX-TJ Maxx-60",260,764.40
"TJX70033853","TJX - TJ Maxx:TJX-TJ Maxx-70",360,1058.40
"TJX80033853","TJX - TJ Maxx:TJX-TJ Maxx-80",252,740.88
"Total 67028 (Cloc Glass 2pc 21oz Rectangular FS w Tinted Lid - Green)",,2428,7138.32
"67031 (Fika one glass 2pc Rectangular 530ml (18oz) - Butter Yellow)",,,
"MAR04023373","TJX - Marshalls:TJX-Marshalls-04",108,587.52
"MAR01033822","TJX - Marshalls:TJX-Marshalls-01",76,413.44
"MAR04033822","TJX - Marshalls:TJX-Marshalls-04",112,609.28
"MAR06033822","TJX - Marshalls:TJX-Marshalls-06",132,718.08
"MAR07033822","TJX - Marshalls:TJX-Marshalls-07",128,696.32
"MAR08033822","TJX - Marshalls:TJX-Marshalls-08",152,826.88
"TJX40033861","TJX - TJ Maxx:TJX-TJ Maxx-40",92,500.48
"TJX60033861","TJX - TJ Maxx:TJX-TJ Maxx-60",272,1479.68
"TJX70033861","TJX - TJ Maxx:TJX-TJ Maxx-70",192,1044.48
"TJX80033861","TJX - TJ Maxx:TJX-TJ Maxx-80",172,935.68
"Total 67031 (Fika one glass 2pc Rectangular 530ml (18oz) - Butter Yellow)",,1436,7811.84
"67032 (Fika one glass 2pc Square 930ml (31 oz) -Butter Yellow)",,,
"MAR04023373","TJX - Marshalls:TJX-Marshalls-04",104,660.40
"Total 67032 (Fika one glass 2pc Square 930ml (31 oz) -Butter Yellow)",,104,660.40
"67033 (Fika one glass 2pc Rectangular 1300ml (44oz) - Butter Yellow)",,,
"MAR04023373","TJX - Marshalls:TJX-Marshalls-04",160,1164.80
"MAR01033822","TJX - Marshalls:TJX-Marshalls-01",72,524.16
"MAR04033822","TJX - Marshalls:TJX-Marshalls-04",108,786.24
"MAR06033822","TJX - Marshalls:TJX-Marshalls-06",124,902.72
"MAR07033822","TJX - Marshalls:TJX-Marshalls-07",120,873.60
"MAR08033822","TJX - Marshalls:TJX-Marshalls-08",144,1048.32
"TJX40033861","TJX - TJ Maxx:TJX-TJ Maxx-40",96,698.88
"TJX60033861","TJX - TJ Maxx:TJX-TJ Maxx-60",228,1659.84
"TJX70033861","TJX - TJ Maxx:TJX-TJ Maxx-70",256,1863.68
"TJX80033861","TJX - TJ Maxx:TJX-TJ Maxx-80",180,1310.40
"Total 67033 (Fika one glass 2pc Rectangular 1300ml (44oz) - Butter Yellow)",,1488,10832.64
"67036 (Fika one glass 2pc Square 930ml (31 oz) - Pink)",,,
"MAR04023373","TJX - Marshalls:TJX-Marshalls-04",212,1346.20
"MAR01033822","TJX - Marshalls:TJX-Marshalls-01",108,685.80
"MAR04033822","TJX - Marshalls:TJX-Marshalls-04",164,1041.40
"MAR06033822","TJX - Marshalls:TJX-Marshalls-06",192,1219.20
"MAR07033822","TJX - Marshalls:TJX-Marshalls-07",184,1168.40
"MAR08033822","TJX - Marshalls:TJX-Marshalls-08",216,1371.60
"TJX10033861","TJX - TJ Maxx:TJX-TJ Maxx-10",112,711.20
"TJX40033861","TJX - TJ Maxx:TJX-TJ Maxx-40",144,914.40
"TJX60033861","TJX - TJ Maxx:TJX-TJ Maxx-60",340,2159.00
"TJX70033861","TJX - TJ Maxx:TJX-TJ Maxx-70",264,1676.40
"TJX80033861","TJX - TJ Maxx:TJX-TJ Maxx-80",268,1701.80
"Total 67036 (Fika one glass 2pc Square 930ml (31 oz) - Pink)",,2204,13995.40
"67037 (Fika one glass 2pc Rectangular 1300ml (44oz) - Pink)",,,
"MAR04023373","TJX - Marshalls:TJX-Marshalls-04",212,1543.36
"Total 67037 (Fika one glass 2pc Rectangular 1300ml (44oz) - Pink)",,212,1543.36
"67038 (Fika one glass 2pc Rectangular 1600ml (54oz) - Pink)",,,
"MAR04023373","TJX - Marshalls:TJX-Marshalls-04",160,1328.00
"MAR01033848","TJX - Marshalls:TJX-Marshalls-01",112,929.60
"MAR04033848","TJX - Marshalls:TJX-Marshalls-04",272,2257.60
"MAR06033848","TJX - Marshalls:TJX-Marshalls-06",328,2722.40
"MAR07033848","TJX - Marshalls:TJX-Marshalls-07",276,2290.80
"MAR08033848","TJX - Marshalls:TJX-Marshalls-08",208,1726.40
"TJX10033863","TJX - TJ Maxx:TJX-TJ Maxx-01",236,1958.80
"TJX40033863","TJX - TJ Maxx:TJX-TJ Maxx-04",272,2257.60
"TJX60033863","TJX - TJ Maxx:TJX-TJ Maxx-06",288,2390.40
"TJX70033863","TJX - TJ Maxx:TJX-TJ Maxx-07",392,3253.60
"TJX80033863","TJX - TJ Maxx:TJX-TJ Maxx-08",272,2257.60
"Total 67038 (Fika one glass 2pc Rectangular 1600ml (54oz) - Pink)",,2816,23372.80
"67039 (Wavy Glass 21 oz Rectangular Food Storage 2P sets - Rose Pink  )",,,
"MAR01002663","TJX - Marshalls:TJX-Marshalls-01",824,2513.20
"MAR04002663","TJX - Marshalls:TJX-Marshalls-04",552,1683.60
"MAR06002663","TJX - Marshalls:TJX-Marshalls-06",664,2025.20
"MAR07002663","TJX - Marshalls:TJX-Marshalls-07",216,658.80
"MAR08002663","TJX - Marshalls:TJX-Marshalls-08",924,2818.20
"TJX10002664","TJX - TJ Maxx:TJX-TJ Maxx-10",700,2135.00
"TJX40002664","TJX - TJ Maxx:TJX-TJ Maxx-40",868,2647.40
"TJX60002664","TJX - TJ Maxx:TJX-TJ Maxx-60",396,1207.80
"TJX80002664","TJX - TJ Maxx:TJX-TJ Maxx-80",1216,3708.80
"Total 67039 (Wavy Glass 21 oz Rectangular Food Storage 2P sets - Rose Pink  )",,6360,19398.00
"67041 (Comodo Glass 34oz Rectangular 2pc Food Storage - Mint Sage)",,,
"MAR04023373","TJX - Marshalls:TJX-Marshalls-04",212,1072.72
"MAR01033848","TJX - Marshalls:TJX-Marshalls-01",112,504.00
"MAR04033848","TJX - Marshalls:TJX-Marshalls-04",272,1224.00
"MAR06033848","TJX - Marshalls:TJX-Marshalls-06",328,1476.00
"MAR07033848","TJX - Marshalls:TJX-Marshalls-07",276,1242.00
"MAR08033848","TJX - Marshalls:TJX-Marshalls-08",208,936.00
"TJX10033863","TJX - TJ Maxx:TJX-TJ Maxx-01",232,1044.00
"TJX40033863","TJX - TJ Maxx:TJX-TJ Maxx-04",272,1224.00
"TJX60033863","TJX - TJ Maxx:TJX-TJ Maxx-06",288,1296.00
"TJX70033863","TJX - TJ Maxx:TJX-TJ Maxx-07",392,1764.00
"TJX80033863","TJX - TJ Maxx:TJX-TJ Maxx-08",276,1242.00
"Total 67041 (Comodo Glass 34oz Rectangular 2pc Food Storage - Mint Sage)",,2868,13024.72
"67042 (Comodo Glass 51oz Rectangular 2pc Food Storage -  Mint Sage)",,,
"MAR04023373","TJX - Marshalls:TJX-Marshalls-04",212,1312.28
"MAR01033849","TJX - Marshalls:TJX-Marshalls-01",268,1658.92
"MAR04033849","TJX - Marshalls:TJX-Marshalls-04",188,1163.72
"MAR06033849","TJX - Marshalls:TJX-Marshalls-06",244,1510.36
"MAR07033849","TJX - Marshalls:TJX-Marshalls-07",220,1361.80
"MAR08033849","TJX - Marshalls:TJX-Marshalls-08",276,1708.44
"TJX10033881","TJX - TJ Maxx:TJX-TJ Maxx-10",232,1436.08
"TJX40033881","TJX - TJ Maxx:TJX-TJ Maxx-40",272,1683.68
"TJX60033881","TJX - TJ Maxx:TJX-TJ Maxx-60",284,1757.96
"TJX70033881","TJX - TJ Maxx:TJX-TJ Maxx-70",400,2476.00
"TJX80033881","TJX - TJ Maxx:TJX-TJ Maxx-80",272,1683.68
"Total 67042 (Comodo Glass 51oz Rectangular 2pc Food Storage -  Mint Sage)",,2868,17752.92
"67043 (Comodo Glass 17oz Square 2pc Food Storage - Blue)",,,
"MAR04023373","TJX - Marshalls:TJX-Marshalls-04",212,733.52
"MAR01033848","TJX - Marshalls:TJX-Marshalls-01",112,387.52
"MAR04033848","TJX - Marshalls:TJX-Marshalls-04",272,941.12
"MAR06033848","TJX - Marshalls:TJX-Marshalls-06",328,1134.88
"MAR07033848","TJX - Marshalls:TJX-Marshalls-07",276,954.96
"MAR08033848","TJX - Marshalls:TJX-Marshalls-08",208,719.68
"TJX10033863","TJX - TJ Maxx:TJX-TJ Maxx-01",232,802.72
"TJX40033863","TJX - TJ Maxx:TJX-TJ Maxx-04",272,941.12
"TJX60033863","TJX - TJ Maxx:TJX-TJ Maxx-06",288,996.48
"TJX70033863","TJX - TJ Maxx:TJX-TJ Maxx-07",392,1356.32
"TJX80033863","TJX - TJ Maxx:TJX-TJ Maxx-08",276,954.96
"Total 67043 (Comodo Glass 17oz Square 2pc Food Storage - Blue)",,2868,9923.28
"67045 (Comodo Glass 34oz Rectangular 2pc Food Storage - Blue)",,,
"MAR04023373","TJX - Marshalls:TJX-Marshalls-04",320,1619.20
"MAR01033849","TJX - Marshalls:TJX-Marshalls-01",400,1956.00
"MAR04033849","TJX - Marshalls:TJX-Marshalls-04",284,1388.76
"MAR06033849","TJX - Marshalls:TJX-Marshalls-06",368,1799.52
"MAR07033849","TJX - Marshalls:TJX-Marshalls-07",328,1603.92
"MAR08033849","TJX - Marshalls:TJX-Marshalls-08",412,2014.68
"TJX10033881","TJX - TJ Maxx:TJX-TJ Maxx-10",348,1701.72
"TJX40033881","TJX - TJ Maxx:TJX-TJ Maxx-40",412,2014.68
"TJX60033881","TJX - TJ Maxx:TJX-TJ Maxx-60",428,2092.92
"TJX70033881","TJX - TJ Maxx:TJX-TJ Maxx-70",596,2914.44
"TJX80033881","TJX - TJ Maxx:TJX-TJ Maxx-80",408,1995.12
"MAR01020921","TJX - Marshalls:TJX-Marshalls-01",92,449.88
"MAR04020921","TJX - Marshalls:TJX-Marshalls-04",64,312.96
"MAR06020921","TJX - Marshalls:TJX-Marshalls-06",88,430.32
"MAR07020921","TJX - Marshalls:TJX-Marshalls-07",88,430.32
"MAR08020921","TJX - Marshalls:TJX-Marshalls-08",84,410.76
"MAR01020920","TJX - Marshalls:TJX-Marshalls-01",100,489.00
"MAR04020920","TJX - Marshalls:TJX-Marshalls-04",64,312.96
"MAR06020920","TJX - Marshalls:TJX-Marshalls-06",84,410.76
"MAR07020920","TJX - Marshalls:TJX-Marshalls-07",76,371.64
"MAR08020920","TJX - Marshalls:TJX-Marshalls-08",92,449.88
"TJX40020922","TJX - TJ Maxx:TJX-TJ Maxx-40",128,625.92
"TJX60020922","TJX - TJ Maxx:TJX-TJ Maxx-60",124,606.36
"TJX70020922","TJX - TJ Maxx:TJX-TJ Maxx-70",88,430.32
"TJX10020923","TJX - TJ Maxx:TJX-TJ Maxx-10",124,606.36
"TJX40020923","TJX - TJ Maxx:TJX-TJ Maxx-40",128,625.92
"TJX70020923","TJX - TJ Maxx:TJX-TJ Maxx-70",88,430.32
"Total 67045 (Comodo Glass 34oz Rectangular 2pc Food Storage - Blue)",,5816,28494.64
"67047 (Fika one glass 2pc Rectangular 530ml (18oz) - Mint Sage)",,,
"MAR04023373","TJX - Marshalls:TJX-Marshalls-04",212,1153.28
"MAR01033848","TJX - Marshalls:TJX-Marshalls-01",112,609.28
"MAR04033848","TJX - Marshalls:TJX-Marshalls-04",272,1479.68
"MAR06033848","TJX - Marshalls:TJX-Marshalls-06",328,1784.32
"MAR07033848","TJX - Marshalls:TJX-Marshalls-07",276,1501.44
"MAR08033848","TJX - Marshalls:TJX-Marshalls-08",208,1131.52
"TJX10033863","TJX - TJ Maxx:TJX-TJ Maxx-01",232,1262.08
"TJX40033863","TJX - TJ Maxx:TJX-TJ Maxx-04",272,1479.68
"TJX60033863","TJX - TJ Maxx:TJX-TJ Maxx-06",288,1566.72
"TJX70033863","TJX - TJ Maxx:TJX-TJ Maxx-07",392,2132.48
"TJX80033863","TJX - TJ Maxx:TJX-TJ Maxx-08",276,1501.44
"Total 67047 (Fika one glass 2pc Rectangular 530ml (18oz) - Mint Sage)",,2868,15601.92
"67050 (Fika one glass 2pc Rectangular 1600ml (54oz) -  Mint Sage)",,,
"MAR04023373","TJX - Marshalls:TJX-Marshalls-04",212,1759.60
"MAR01033849","TJX - Marshalls:TJX-Marshalls-01",268,2224.40
"MAR04033849","TJX - Marshalls:TJX-Marshalls-04",188,1560.40
"MAR06033849","TJX - Marshalls:TJX-Marshalls-06",244,2025.20
"MAR07033849","TJX - Marshalls:TJX-Marshalls-07",220,1826.00
"MAR08033849","TJX - Marshalls:TJX-Marshalls-08",276,2290.80
"TJX10033881","TJX - TJ Maxx:TJX-TJ Maxx-10",232,1925.60
"TJX40033881","TJX - TJ Maxx:TJX-TJ Maxx-40",272,2257.60
"TJX60033881","TJX - TJ Maxx:TJX-TJ Maxx-60",288,2390.40
"TJX70033881","TJX - TJ Maxx:TJX-TJ Maxx-70",396,3286.80
"TJX80033881","TJX - TJ Maxx:TJX-TJ Maxx-80",272,2257.60
"Total 67050 (Fika one glass 2pc Rectangular 1600ml (54oz) -  Mint Sage)",,2868,23804.40
"Total Inventory",,165248,730988.48
"TOTAL",,165248,730988.48
